English,Santali
The Tulihal Airport has been renamed as Bir Tikendrajit Airport.,ᱛᱩᱞᱤᱦᱟᱞ ᱩᱰᱟᱹᱱ ᱟᱰᱟ ᱨᱮᱭᱟᱜ ᱧᱩᱛᱩᱢ ᱵᱚᱫᱚᱞ ᱠᱟᱛᱮ ᱵᱤᱨ ᱴᱤᱠᱮᱱᱫᱨᱚᱡᱤᱛ ᱩᱰᱟᱹᱱ ᱟᱰᱟ ᱫᱚᱦᱚ ᱦᱩᱭ ᱟᱠᱟᱱᱟ᱾
Hydel and thermal power projects in the state meet the power requirements of the state.,ᱯᱚᱱᱚᱛ ᱨᱮᱭᱟᱜ ᱫᱟᱜ ᱛᱮ ᱵᱮᱱᱟᱜ ᱵᱤᱡᱞᱤ ᱵᱤᱨᱤᱫ ᱟᱨ ᱵᱷᱟᱵ ᱛᱮ ᱵᱮᱱᱟᱜ ᱵᱤᱡᱞᱤ ᱵᱤᱨᱤᱫ ᱯᱟᱱᱛᱷᱟ ᱠᱚ ᱯᱚᱱᱚᱛ ᱨᱮᱭᱟᱜ ᱵᱤᱡᱞᱤ ᱨᱮᱭᱟᱜ ᱞᱟᱹᱠᱛᱤᱭ ᱢᱮᱴᱟᱣᱼᱟ ᱾
"It was released on 9 March 2012, received generally negative reviews.","ᱱᱚᱶᱟ ᱫᱚ ᱒᱐᱑᱒ ᱨᱮᱭᱟᱜ ᱙ ᱢᱟᱨᱪ ᱨᱮ ᱥᱚᱫᱚᱨ ᱦᱩᱭᱞᱮᱱᱟ, ᱥᱟᱫᱷᱟᱨᱚᱱᱛᱚ ᱵᱟᱝᱼᱟᱱ ᱟᱹᱨᱤᱵᱟᱺᱫᱤᱭ ᱧᱟᱢᱞᱮᱫᱟ ᱾"
Chalcolithic sites belonging to Kayatha culture and Malwa culture have been discovered in the western part of the state.,ᱯᱚᱱᱚᱛ ᱨᱮᱭᱟᱜ ᱯᱚᱪᱷᱤᱢ ᱴᱷᱚᱴᱷᱟ ᱨᱮ ᱠᱟᱭᱛᱷᱟ ᱞᱟᱠᱪᱟᱨ ᱟᱨ ᱢᱟᱞᱳᱣᱟ ᱞᱟᱠᱪᱟᱨ ᱨᱮ ᱢᱮᱱᱟᱜ ᱪᱮᱞᱠᱳᱞᱤᱛᱷᱤᱠ ᱥᱛᱷᱚᱞ ᱥᱤᱨᱡᱟᱹᱣ ᱟᱠᱟᱱᱟ ᱾
Rock climbing competitions have the objectives of either completing the route in the least amount of attempts or attaining the farthest point on an increasingly difficult route.,ᱨᱚᱠ ᱠᱞᱟᱭᱵᱤᱝ ᱦᱮᱯᱨᱟᱶ ᱨᱮᱭᱟᱜ ᱡᱚᱥᱫᱚ ᱠᱟᱱᱟ ᱡᱷᱚᱛᱚ ᱠᱷᱚᱱ ᱞᱟᱛᱟᱨ ᱨᱮᱭᱟᱜ ᱨᱩᱴ ᱯᱩᱨᱟᱹᱣ ᱟᱨ ᱡᱷᱚᱛᱚ ᱠᱷᱚᱱᱟᱜ ᱠᱮᱴᱮᱡ ᱨᱩᱴ ᱨᱮᱭᱟᱜ ᱥᱟᱹᱜᱤᱧ ᱯᱚᱭᱮᱱᱴ ᱟᱨᱡᱟᱶ ᱾
The climate of the state ranges from dry sub-humid to semi-arid.,ᱯᱚᱱᱚᱛᱨᱮ ᱦᱚᱭᱫᱟᱜ ᱱᱟᱥᱮᱹ ᱨᱚᱦᱚᱲ ᱚᱞᱟᱦᱮᱫ ᱠᱷᱚᱱ ᱟᱛᱨᱟ ᱨᱚᱦᱚᱲ ᱛᱟᱞᱟᱛᱮ ᱟᱨᱩᱯᱷᱮᱨᱟᱣᱚᱜᱼᱟ ᱾
Jogimara caves contain ancient Brahmi inscriptions and the oldest painting known in India.,ᱡᱳᱜᱤᱢᱟᱨᱟ ᱜᱷᱚᱸᱜᱚᱨ ᱨᱮ ᱥᱮᱫᱟᱭ ᱵᱨᱟᱢᱦᱤ ᱫᱷᱤᱨᱤ ᱟᱠᱷᱚᱨ ᱟᱨ ᱵᱷᱟᱨᱚᱛᱨᱮ ᱩᱯᱨᱩᱢᱟᱱ ᱥᱮᱫᱟᱭᱩᱛᱟᱹᱨ ᱪᱤᱛᱟᱹᱨ ᱠᱟᱹᱢᱤ ᱢᱮᱱᱟᱜᱼᱟ ᱾
"Additional official languages include Gurung, Limbu, Magar, Mukhia, Newar, Rai, Sherpa and Tamang for the purpose of preservation of culture and tradition in the state.","ᱯᱚᱱᱚᱛ ᱨᱮᱭᱟᱜ ᱞᱟᱠᱪᱟᱨ ᱟᱨ ᱥᱮᱨᱣᱟ ᱡᱚᱜᱟᱣ ᱨᱮᱭᱟᱜ ᱡᱚᱥ ᱠᱷᱟᱹᱛᱤᱨ ᱜᱩᱨᱩᱝ, ᱞᱤᱢᱵᱩ, ᱢᱟᱜᱟᱨ, ᱢᱩᱠᱷᱤᱭᱟᱹ, ᱱᱮᱣᱟᱨ, ᱨᱟᱭ, ᱥᱮᱨᱯᱟ, ᱟᱨ ᱛᱟᱢᱟᱝ ᱟᱰᱤ ᱡᱟᱥᱛᱤ ᱥᱚᱨᱠᱟᱨᱤ ᱯᱟᱹᱨᱥᱤ ᱨᱮ ᱥᱮᱞᱮᱫ ᱢᱮᱱᱟᱜᱼᱟ ᱾"
"Notable among them are North East Today, G Plus, Northeast Now, Time8 etc.","ᱱᱚᱶᱟ ᱢᱩᱫᱽᱨᱮ ᱧᱩᱢᱟᱱᱟᱜ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱱᱚᱨᱛᱷ ᱤᱥᱴ ᱴᱩᱰᱮ, ᱡᱤ ᱯᱞᱟᱥ, ᱱᱚᱨᱛᱷᱼᱤᱥᱴ ᱱᱟᱣ, ᱴᱟᱭᱤᱢ ᱘ ᱮᱢᱟᱱᱟᱜ ᱾"
The Sidi Saiyyed Mosque and Jama Masjid are holy mosques for Gujarati Muslims.,ᱥᱤᱫᱤ ᱥᱟᱭᱮᱫ ᱢᱚᱥᱡᱤᱫ ᱟᱨ ᱡᱟᱢᱟ ᱢᱚᱥᱡᱤᱫ ᱜᱩᱡᱨᱟᱛᱤ ᱫᱚ ᱢᱩᱥᱞᱟᱹ ᱠᱚᱣᱟᱜ ᱫᱷᱚᱨᱚᱢ ᱴᱷᱟᱶ ᱢᱚᱥᱡᱤᱫ ᱠᱟᱱᱟ ᱾
The Thanjavur doll is a type of traditional Indian bobblehead or roly-poly toy made of terracotta material.,ᱛᱟᱧᱡᱟᱵᱷᱩᱨ ᱯᱩᱛᱞᱟᱹ ᱫᱚ ᱢᱤᱫ ᱞᱮᱠᱟᱱ ᱥᱮᱨᱣᱟ ᱟᱱ ᱵᱷᱟᱨᱚᱛᱤᱭᱚ ᱵᱟᱵᱚᱞᱦᱮᱰ ᱥᱮ ᱨᱚᱞᱤ ᱯᱚᱞᱤ ᱠᱷᱤᱞᱳᱱᱟ ᱨᱟᱯᱟᱜ ᱦᱟᱥᱟ ᱛᱮ ᱵᱮᱱᱟᱣ ᱾
A number of new power projects are coming up in the State which is expected to generate additional power capacity in the state.,ᱯᱚᱱᱚᱛ ᱨᱮ ᱵᱮᱥ ᱛᱤᱱᱟᱹᱜ ᱱᱟᱶᱟ ᱵᱤᱡᱞᱤ ᱯᱟᱱᱛᱷᱟ ᱦᱤᱡᱩᱜ ᱠᱟᱱᱟ ᱡᱟᱸᱦᱟ ᱰᱷᱮᱨ ᱵᱤᱡᱞᱤ ᱫᱟᱲᱮ ᱵᱮᱱᱟᱶ ᱦᱩᱭᱩᱜᱼᱟ ᱢᱮᱱᱛᱮ ᱟᱥᱟ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱾
"Next, look over your financial documents and record any fixed expenses you have, or those that are essential and do not change much from month to month.","ᱱᱤᱭᱟᱹ ᱛᱟᱭᱚᱢ, ᱠᱟᱹᱣᱰᱤ ᱱᱩᱛᱷᱤ ᱠᱚ ᱧᱮᱞᱢᱮ ᱟᱨ ᱟᱢᱟᱜ ᱴᱷᱟᱹᱣᱠᱟᱹ ᱜᱚᱴᱟ ᱠᱷᱚᱨᱚᱪ ᱚᱞᱠᱟᱜᱼᱢᱮ,ᱥᱮ ᱡᱟᱦᱟᱸᱠᱚ ᱟᱹᱰᱤ ᱡᱟᱹᱨᱩᱲᱟ ᱟᱨ ᱚᱱᱟᱠᱚᱫᱚ ᱪᱟᱸᱫᱳ ᱪᱟᱸᱫᱳ ᱡᱟᱹᱥᱛᱤ ᱵᱟᱝ ᱵᱚᱫᱚᱞᱚᱜᱼᱟ ᱾"
"Chirand, on the northern bank of the Ganga River, in the Saran district, has an archaeological record from the Neolithic age.","ᱜᱚᱝᱜᱟ ᱱᱟᱹᱭ ᱨᱮᱭᱟᱜ ᱩᱛᱛᱚᱨ ᱫᱷᱟᱨᱮ ᱨᱮ, ᱥᱟᱨᱟᱱ ᱦᱚᱱᱚᱛ ᱨᱮᱭᱟᱜ ᱪᱤᱨᱚᱱᱫᱚᱨᱮ ᱱᱟᱶᱟᱫᱷᱤᱨᱤ ᱡᱩᱜᱽ ᱨᱮᱭᱟᱜ ᱢᱤᱫᱴᱟᱝ ᱞᱟᱼᱩᱰᱩᱠ ᱞᱤᱯᱤ ᱢᱮᱱᱟᱜ ᱟᱠᱟᱫᱟ ᱾"
"As India's second largest airport in the northeast, it serves as a key logistical centre for northeastern states.","ᱩᱛᱛᱟᱹᱨᱼᱯᱩᱨᱩᱵᱽ ᱵᱷᱟᱨᱚᱛ ᱨᱮᱭᱟᱜ ᱫᱚᱥᱟᱨ ᱞᱟᱹᱴᱩ ᱩᱛᱟᱹᱨ ᱩᱰᱟᱹᱱ ᱟᱰᱟ ᱞᱮᱠᱟᱛᱮ, ᱱᱤᱭᱟᱹ ᱫᱚ ᱩᱛᱛᱟᱹᱨᱼᱯᱩᱨᱩᱵᱽ ᱯᱚᱱᱚᱛ ᱠᱚ ᱞᱟᱹᱜᱤᱫ ᱢᱤᱫᱴᱮᱱ ᱢᱩᱲᱩᱫ ᱠᱟᱹᱭᱛᱩᱠ ᱛᱟᱞᱢᱟ ᱞᱮᱠᱟᱛᱮᱭ ᱠᱟᱹᱢᱤᱭᱟ ᱾"
This is the step that formally initiates the lawsuit.,ᱱᱚᱶᱟ ᱫᱚ ᱚᱱᱟ ᱯᱟᱣᱲᱤ ᱡᱟᱦᱟᱸ ᱫᱚ ᱟᱠᱷᱲᱟ ᱞᱮᱠᱟᱛᱮ ᱢᱟᱢᱞᱟ ᱮᱛᱚᱦᱚᱵᱚᱜᱼᱟ ᱾
"Apart from friendship, Ajit also credited Rajendra Kumar with advising and helping him to become a ""leading villain"" rather than a second-lead hero.","ᱜᱟᱛᱮ ᱪᱷᱟᱰᱟ ᱦᱚᱸ, ᱚᱡᱤᱛ ᱫᱚ ᱨᱟᱡᱮᱱᱫᱽᱨᱚ ᱠᱩᱢᱟᱨ ᱮᱱᱮᱢᱮ ᱮᱢᱟᱫᱮᱭᱟ ᱫᱚᱥᱟᱨ ᱢᱩᱲᱩᱫ ᱱᱟᱭᱚᱠᱟᱜ ᱵᱚᱫᱚᱞᱛᱮ ᱢᱤᱫᱴᱟᱝ ""ᱢᱩᱲᱩᱫ ᱵᱷᱤᱞᱮᱱ"" ᱦᱩᱭᱩᱜ ᱨᱮᱭᱟᱜ ᱫᱤᱥᱦᱩᱫᱤᱥ ᱟᱨ ᱜᱚᱲᱚ ᱟᱭ ᱞᱟᱹᱜᱤᱫ ᱾"
"Himachal has three Domestic Airports in Kangra, Kullu, and Shimla districts.","ᱠᱟᱝᱲᱟ, ᱠᱩᱞᱞᱩ ᱟᱨ ᱥᱤᱢᱞᱟᱹ ᱦᱚᱱᱚᱛ ᱨᱮ ᱦᱤᱢᱟᱪᱚᱞ ᱨᱮᱭᱟᱜ ᱯᱮᱭᱟ ᱟᱯᱱᱟᱨ ᱫᱤᱥᱚᱢ ᱨᱮᱭᱟᱜ ᱩᱰᱟᱹᱱ ᱟᱰᱟ ᱢᱮᱱᱟᱜᱼᱟ ᱾"
"Naga dishes use a lot of locally grown herbs, ghost peppers, ginger, and garlic.","ᱱᱟᱜᱟ ᱡᱚᱢᱟᱜᱼᱨᱮ ᱟᱭᱢᱟ ᱛᱷᱟᱹᱱᱤᱛ ᱞᱮᱠᱟᱱᱛᱮ ᱨᱟᱠᱟᱵᱚᱺ ᱨᱟᱱ ᱫᱟᱨᱮᱠᱚ, ᱵᱷᱩᱛ ᱢᱟᱨᱤᱪ, ᱟᱫᱦᱮ ᱟᱨ ᱨᱟᱹᱥᱩᱱ ᱵᱮᱶᱦᱟᱨᱚᱜ ᱠᱟᱱᱟ ᱾"
"Guwahati is also referred to as the ""Gateway to the North-East India"".",ᱜᱩᱣᱟᱦᱟᱴᱤᱫᱚ ᱩᱛᱛᱚᱨᱼᱯᱩᱨᱩᱵᱽ ᱵᱷᱟᱨᱚᱛ ᱨᱮᱭᱟᱜ ᱵᱚᱞᱚᱱ ᱫᱩᱣᱟᱹᱨ ᱞᱮᱠᱟᱛᱮᱦᱚᱸ ᱥᱚᱫᱚᱨ ᱦᱳᱭᱳᱜᱼᱟ ᱾
The lopped branches are good as fencing material.,ᱜᱮᱫ ᱟᱜ ᱯᱷᱮᱸᱜᱽᱲᱟ ᱠᱚ ᱮᱴᱮᱫ ᱞᱮᱠᱟᱛᱮ ᱵᱷᱟᱜᱮᱹᱭᱟ ᱾
This milestone marks an important point in Wikipedia's short history.,ᱱᱚᱶᱟ ᱢᱟᱭᱤᱤᱞ ᱯᱷᱚᱞᱚᱠ ᱩᱭᱠᱤᱯᱤᱰᱤᱭᱟ ᱦᱩᱰᱤᱧ ᱱᱟᱜᱟᱢ ᱨᱮ ᱢᱤᱫᱴᱟᱝ ᱮᱱᱮᱢᱟᱱᱟᱜ ᱜᱷᱚᱴᱚᱱᱟᱭ ᱪᱤᱱᱦᱟᱹᱣᱼᱟ ᱾
Municipal services in New Delhi are provided by the New Delhi Municipal Council.,ᱱᱟᱶᱟ ᱫᱤᱞᱞᱤ ᱨᱮ ᱯᱳᱣᱨᱚ ᱡᱚᱛᱱᱟᱣ ᱠᱚᱫᱚ ᱱᱟᱶᱟ ᱫᱤᱞᱞᱤ ᱯᱳᱣᱨᱚ ᱯᱚᱨᱤᱥᱚᱫ ᱫᱟᱨᱟᱭ ᱛᱮ ᱮᱢᱚᱜᱚᱜᱼᱟ ᱾
"In the film, Sinha plays Pia, an innocent woman who becomes a victim of circumstances.","ᱪᱚᱞᱚᱛ ᱪᱤᱛᱟᱹᱨ ᱨᱮ, ᱥᱤᱱᱦᱟ ᱯᱤᱭᱟ ᱪᱩᱨᱤᱛ ᱨᱮᱭ ᱯᱟᱴ ᱞᱮᱫᱟ, ᱢᱤᱫᱦᱚᱲ ᱢᱟᱹᱦᱤᱨ ᱛᱤᱨᱞᱟᱹ ᱡᱟᱦᱟᱸᱭ ᱦᱟᱞᱚᱛ ᱨᱮᱭ ᱯᱟᱲᱟᱣ ᱞᱮᱱᱟ ᱾"
"Over recent years, there has been increasing political stability.",ᱱᱮᱵᱮᱴᱟᱨ ᱥᱮᱨᱢᱟᱠᱚ ᱨᱮ ᱨᱟᱡᱽᱟᱹᱨᱤ ᱥᱛᱷᱤᱛᱤᱥᱤᱞᱛᱟ ᱵᱟᱹᱲᱛᱤ ᱟᱠᱟᱱᱟ ᱾
"Ladakh is the highest plateau in India, with most of it being over 9,800Â ft.","ᱞᱟᱫᱟᱠᱷ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱵᱷᱟᱨᱚᱛ ᱨᱮᱱᱟᱜ ᱞᱟᱯᱷᱟᱝ ᱩᱛᱟᱹᱨ ᱢᱟᱞᱵᱷᱩᱢᱤ, ᱡᱟᱦᱟᱸ ᱫᱚ ᱰᱷᱮᱨ ᱦᱤᱸᱥᱜᱮ ᱙᱘᱐᱐ ᱯᱷᱩᱴ ᱠᱷᱚᱱᱦᱚᱸ ᱰᱷᱮᱨ ᱜᱮᱭᱟ ᱾"
She has acted in more than 800 films.,ᱩᱱᱤ ᱫᱚ ᱘᱐᱐ ᱠᱷᱚᱱ ᱦᱚᱸ ᱡᱟᱹᱥᱛᱤ ᱪᱚᱞᱚᱛ ᱪᱤᱛᱟᱹᱨ ᱨᱮ ᱯᱟᱴᱷ ᱟᱠᱟᱫᱟᱭ ᱾
"The raids are headed by Dolois, who are responsible for performing the executive and ceremonial functions at the Raid level.","ᱨᱮᱭᱤᱰ ᱨᱮᱱ ᱟᱹᱭᱩᱨᱤᱡ ᱫᱚ ᱰᱞᱳᱭᱤᱥ, ᱡᱟᱦᱟᱭ ᱠᱚ ᱨᱮᱭᱤᱰ ᱛᱷᱟᱨ ᱨᱮ ᱠᱟᱹᱢᱤ ᱧᱮᱞᱟᱱᱟᱜ ᱟᱨ ᱟᱠᱷᱲᱟ ᱠᱟᱹᱢᱤ ᱦᱚᱨᱟ ᱠᱟᱹᱢᱤ ᱯᱩᱨᱟᱹᱣ ᱞᱟᱹᱜᱤᱫ ᱫᱟᱹᱭᱤ ᱾"
An inscription on the Southern Gateway records that it was the work of Satakarni II's royal architect Ananda.,ᱫᱟᱹᱠᱠᱷᱤᱱ ᱵᱚᱞᱚᱱ ᱫᱩᱣᱟᱹᱨ ᱨᱮᱱᱟᱜ ᱥᱤᱞᱟᱞᱤᱯᱤ ᱨᱮ ᱨᱮᱠᱚᱨᱰ ᱠᱚᱨᱟᱣ ᱢᱮᱱᱟᱜᱼᱟ ᱡᱮ ᱱᱚᱶᱟ ᱫᱚ ᱫᱚᱥᱟᱨ ᱥᱟᱛᱠᱚᱨᱱᱤ ᱟᱜ ᱨᱟᱡᱳᱪᱤᱛᱚ ᱠᱩᱸᱫᱟᱹᱣ ᱨᱟᱹᱥᱠᱟᱹ ᱟᱱᱟᱜ ᱠᱟᱹᱢᱤ ᱾
These officials work with the village councils in each district.,ᱱᱩᱠᱩ ᱠᱟᱹᱢᱤ ᱢᱩᱠᱷᱤᱭᱟᱹ ᱠᱚ ᱥᱟᱱᱟᱢ ᱦᱚᱱᱚᱛ ᱨᱮᱱᱟᱜ ᱟᱛᱩ ᱯᱚᱨᱤᱥᱚᱫᱽ ᱥᱟᱶᱛᱮ ᱠᱚ ᱠᱟᱹᱢᱤᱭᱟ ᱾
Practitioners of the day produced a number of new compositions.,ᱚᱱᱟ ᱚᱠᱛᱮ ᱨᱮᱱ ᱪᱟᱨᱪᱟᱣᱠᱚ ᱠᱤᱪᱷᱩ ᱜᱟᱱ ᱱᱟᱣᱟᱱ ᱦᱚᱨᱟ ᱠᱚ ᱵᱮᱱᱟᱣ ᱞᱮᱫᱟ ᱾
"On 1 November of every year, the state declared a holiday for the Kut celebration.",ᱡᱟᱶ ᱥᱮᱨᱢᱟ ᱨᱮᱭᱟᱜ ᱑ ᱱᱚᱵᱷᱮᱢᱵᱚᱨ ᱠᱩᱴ ᱯᱟᱞᱟᱣ ᱞᱟᱹᱜᱤᱫ ᱪᱷᱩᱴᱤᱭ ᱩᱪᱷᱟᱹᱱ ᱟᱠᱟᱫᱟ ᱯᱚᱱᱚᱛ ᱾
A recent development in adventure tourism in the region has been whitewater rafting in Rishikesh.,ᱨᱤᱥᱤᱠᱮᱥ ᱦᱳᱭᱟᱤᱴᱳᱣᱟᱴᱟᱨ ᱨᱟᱯᱷᱴᱤᱝ ᱴᱚᱴᱷᱟᱨᱮ ᱨᱟᱥᱹᱠᱟᱹ ᱟᱱ ᱥᱟᱸᱜᱷᱟᱨ ᱨᱮ ᱢᱤᱫᱴᱟᱝ ᱱᱟᱦᱟᱜᱟᱠ ᱮ ᱡᱚᱲᱟᱣ ᱞᱮᱫᱟ ᱾
"Vasudhara Falls, near Badrinath, is a waterfall with a height of 122 metres set in a backdrop of snow-clad mountains.",ᱵᱚᱫᱽᱨᱤᱱᱟᱛᱷ ᱴᱷᱮᱱ ᱵᱚᱥᱩᱫᱷᱟᱨᱟ ᱦᱩᱫᱦᱩᱫᱤ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱤᱛᱤᱧ ᱫᱟᱜᱽᱛᱮ ᱯᱚᱴᱚᱢ ᱵᱩᱨᱩ ᱨᱮᱱᱟᱜ ᱚᱱᱚᱝᱨᱮ ᱢᱮᱱᱟᱜ ᱢᱤᱫ ᱑᱒᱒ ᱢᱤᱴᱟᱨ ᱩᱥᱩᱞᱟᱱ ᱢᱤᱫᱟᱱ ᱦᱩᱫᱦᱩᱫᱤ ᱾
"Major terms have their own separate article pages, while minor terms are defined/described here.","ᱢᱩᱬᱩᱫ ᱦᱩᱫᱟᱹ ᱠᱚᱨᱮᱭᱟᱜ ᱟᱯᱱᱟᱨᱟᱜ ᱵᱷᱤᱱᱟᱹ ᱚᱱᱚᱞ ᱥᱟᱦᱚᱴᱟ ᱢᱮᱱᱟᱜ ᱟᱠᱟᱫᱟ, ᱡᱟᱦᱟᱨᱮ ᱢᱩᱬᱩᱫ ᱦᱩᱫᱟᱹᱠᱚ ᱱᱚᱰᱮ ᱯᱟᱹᱱᱟᱹᱨᱥᱤ/ᱵᱚᱨᱱᱚᱱ ᱦᱩᱭ ᱟᱠᱟᱱᱟ ᱾"
The barasingha is the state animal and the dudhraj is the state bird of Madhya Pradesh.,ᱢᱟᱨᱟᱝ ᱠᱩᱞ ᱮ ᱦᱳᱭᱳᱜ ᱠᱟᱱᱟ ᱯᱚᱱᱚᱛ ᱨᱮᱱ ᱡᱤᱭᱟᱹᱞᱤ ᱟᱨ ᱫᱩᱫᱷᱨᱟᱡᱽ ᱫᱚ ᱦᱳᱭᱳᱜ ᱠᱟᱱᱟᱭ ᱢᱚᱫᱽᱫᱷᱚᱯᱨᱚᱫᱮᱥ ᱨᱮᱱ ᱫᱤᱥᱚᱢ ᱪᱮᱸᱬᱮ ᱾
Ken-gharial and Son-gharial sanctuaries are managed for the conservation of gharial and mugger.,ᱠᱮᱱᱼᱜᱷᱚᱲᱤᱭᱟᱞ ᱟᱨ ᱥᱳᱱᱼᱜᱷᱚᱲᱤᱭᱟᱞ ᱚᱵᱷᱚᱭᱟᱨᱚᱱᱱᱚ ᱜᱷᱚᱲᱤᱭᱟᱞ ᱟᱨ ᱛᱟᱭᱟᱝ ᱨᱟᱠᱷᱟᱫᱚᱦᱚ ᱞᱟᱹᱜᱤᱫ ᱪᱟᱪᱟᱞᱟᱣ ᱦᱩᱭᱩᱜᱼᱟ ᱾
"The Naga people number around 1.8 million in the state, constituting over 90% of the population.","ᱯᱚᱱᱚᱛ ᱨᱮ ᱱᱟᱜᱟ ᱦᱚᱲᱜᱩᱴ ᱠᱚᱣᱟᱜ ᱞᱮᱠᱷᱟ ᱚᱱᱢᱟᱱ ᱑ ᱞᱟᱠᱷ ᱘᱐ ᱦᱟᱡᱟᱨ , ᱡᱟᱦᱟᱸ ᱫᱚ ᱦᱚᱲ ᱞᱮᱠᱷᱟ ᱨᱮᱭᱟᱜ ᱙᱐% ᱠᱷᱚᱱ ᱦᱚᱸ ᱰᱷᱮᱨ ᱾"
"Gevra, Dipka, Kusmunda open cast coal mines in Korba, Chhattisgarh are the largest in India and biggest man-made structure visible in satellite images of India.","ᱪᱷᱚᱛᱛᱤᱥᱜᱚᱲ ᱨᱮᱭᱟᱜ ᱠᱳᱨᱵᱟᱭ ᱜᱮᱵᱷᱨᱟ, ᱰᱤᱯᱠᱟ, ᱠᱩᱥᱢᱩᱱᱰᱟ ᱠᱷᱩᱞᱟᱹ ᱰᱷᱟᱹᱞᱟᱭ ᱨᱮᱭᱟᱜ ᱠᱷᱟᱫᱟᱱ ᱠᱚᱫᱚ ᱵᱷᱟᱨᱚᱛ ᱨᱮᱭᱟᱜ ᱢᱟᱨᱟᱝ ᱟᱨ ᱵᱷᱟᱨᱚᱛ ᱨᱮᱭᱟᱜ ᱥᱮᱴᱮᱞᱟᱭᱤᱴ ᱪᱤᱛᱟᱹᱨ ᱠᱚᱨᱮ ᱧᱮᱧᱮᱞᱟᱱ ᱢᱟᱲᱟᱝ ᱢᱟᱱᱶᱟᱼᱟᱜ ᱢᱟᱨᱟᱝ ᱫᱟᱲᱢᱟᱠᱟᱨ ᱾"
Savouries believed to be Krishna's favourites are prepared with great care.,ᱠᱨᱤᱥᱱᱚ ᱡᱟᱸᱦᱟᱭ ᱠᱩᱥᱤᱭᱟᱜ ᱡᱚᱢ ᱠᱚ ᱢᱚᱱᱮᱭᱟᱱ ᱚᱱᱟ ᱟᱹᱰᱤ ᱡᱚᱛᱚᱱ ᱛᱮ ᱵᱮᱱᱟᱶ ᱦᱳᱭᱚᱜᱼᱟ ᱾
They consist of a few lines of Persian poetry with soft syllables or bols set to a tune.,ᱱᱚᱣᱟ ᱠᱚ ᱫᱚ ᱢᱤᱫ ᱨᱟᱦᱟᱛᱮ ᱵᱟᱪᱷᱟᱣ ᱟᱠᱟᱫ ᱨᱟᱣᱟᱞ ᱥᱤᱞᱮᱵᱚᱞ ᱥᱮ ᱵᱳᱞ ᱥᱟᱶᱛᱮ ᱯᱷᱟᱨᱥᱤ ᱚᱱᱚᱬᱦᱮᱸ ᱨᱮᱱᱟᱜ ᱠᱤᱪᱷᱤ ᱛᱷᱟᱨ ᱛᱮ ᱵᱮᱱᱟᱣ ᱟᱠᱟᱱᱟ ᱾
"Airtel Broadband, Act Broadband, BSNL, Hathway, and a few others are providing high-speed Fiber Optic broadband connection in many cities and rural areas across Tamil Nadu.","ᱮᱭᱟᱨᱴᱮᱞ ᱵᱚᱨᱰᱵᱮᱱᱰ, ᱮᱠᱴ ᱵᱚᱨᱰᱰᱮᱱᱰ, ᱵᱤ ᱮᱥ ᱮᱱ ᱮᱞ , ᱦᱮᱛᱚᱭᱮ ᱟᱨ ᱟᱭᱢᱟᱜᱟᱱ ᱛᱟᱹᱢᱤᱞᱱᱟᱲᱩ ᱨᱮ ᱯᱟᱥᱱᱟᱶ ᱟᱹᱰᱤᱜᱟᱱ ᱥᱟᱦᱟᱨ ᱟᱨ ᱟᱛᱳ ᱴᱚᱴᱷᱟᱨᱮ ᱪᱮᱛᱟᱱ ᱜᱚᱛᱤ ᱨᱮᱭᱟᱜ ᱯᱷᱟᱭᱵᱟᱨ ᱚᱯᱴᱤᱠ ᱵᱚᱨᱰᱰᱮᱱᱰ ᱡᱚᱲᱟᱶ ᱦᱳᱭᱳᱜ ᱠᱟᱱᱟ ᱾"
It is played in a similar fashion as Mridangam.,ᱱᱚᱶᱟ ᱫᱚ ᱛᱩᱢᱫᱟᱜ ᱞᱮᱠᱟ ᱠᱟᱛᱮ ᱨᱩᱭ ᱦᱩᱭᱩᱜᱼᱟ ᱾
Shafer came up with his own classification system for languages found in and around Nagaland.,ᱥᱮᱯᱷᱟᱨ ᱱᱟᱜᱟᱞᱮᱱᱰ ᱟᱨ ᱚᱱᱟ ᱨᱮᱭᱟᱜ ᱥᱩᱨᱥᱩᱯᱩᱨ ᱨᱮ ᱧᱟᱢᱚᱜ ᱯᱟᱹᱨᱥᱤ ᱞᱟᱹᱜᱤᱫ ᱟᱡᱟᱜ ᱱᱤᱡᱮᱨᱟᱜ ᱦᱟᱹᱱᱟᱹᱴᱤᱧ ᱵᱚᱱᱫᱷᱮᱡᱽ ᱟᱛᱮᱭ ᱦᱮᱡ ᱞᱮᱱᱟ ᱾
"On average, most people walk at speeds between 2 and 4 mph.",ᱡᱟᱹᱥᱛᱤ ᱦᱚᱲ ᱜᱮ ᱜᱚᱲ ᱨᱮ ᱒ ᱠᱷᱚᱱ ᱔ ᱢᱟᱭᱤᱞ ᱡᱟᱣ ᱴᱟᱲᱟᱝ ᱡᱩᱨ ᱛᱮᱠᱚ ᱛᱟᱲᱟᱢᱟ ᱾
