Hindi,Santali
कृष्ण नृत्य और नादुभंगी नृत्य की पोशाक भगवान कृष्ण की पोशाक के अनुरूप पीले और नीले रंग की होती है।,ᱪᱟᱸᱫᱳ ᱵᱚᱸᱜᱟ ᱠᱨᱤᱥᱱᱚᱣᱟᱜ ᱦᱚᱨᱚᱜ ᱵᱟᱸᱫᱮ ᱥᱟᱶ ᱥᱚᱢᱟᱱ ᱫᱚᱦᱚ ᱠᱟᱛᱮ ᱠᱨᱤᱥᱱᱚ ᱮᱱᱮᱡ ᱟᱨ ᱱᱟᱫᱩᱵᱷᱚᱝᱜᱤ ᱮᱱᱮᱡ ᱨᱮᱭᱟᱜ ᱦᱚᱨᱚᱜᱼᱵᱟᱸᱫᱮ ᱥᱟᱥᱟᱝ ᱟᱨ ᱞᱤᱞ ᱦᱳᱭᱳᱜᱼᱟ ᱾
लेकिन यह स्पष्ट है कि राष्ट्रीय औसत की तुलना में छत्तीसगढ़ में हमेशा महिला-पुरुष अनुपात बेहतर रहा है।,ᱢᱮᱱᱠᱷᱟᱱ ᱱᱚᱶᱟ ᱫᱚ ᱯᱩᱥᱴᱟᱣ ᱞᱮᱱᱟ ᱡᱮ ᱡᱟᱹᱛᱤᱭᱟᱹᱨᱤ ᱡᱩᱲᱩ ᱛᱩᱞᱩᱡ ᱨᱮ ᱪᱷᱚᱛᱛᱤᱥᱜᱚᱲ ᱨᱮ ᱥᱟᱨᱟᱠᱷᱚᱱ ᱛᱤᱨᱞᱟᱹ ᱠᱚᱲᱟ ᱨᱮᱭᱟᱜ ᱯᱚᱲᱚᱱ ᱫᱚ ᱵᱷᱟᱜᱮ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱾
"भारतीय मीडिया में बाढ़ को ""हिमालयी सुनामी"" के रूप में संदर्भित किया गया था।",ᱱᱚᱶᱟ ᱵᱟᱱᱫᱚ ᱵᱷᱟᱨᱚᱛ ᱨᱮᱭᱟᱜ ᱜᱚᱱᱚᱢᱟᱫᱽᱫᱷᱚᱢ ᱨᱮ 'ᱦᱤᱢᱟᱞᱚᱭᱟᱱ ᱥᱩᱱᱟᱹᱢᱤ' ᱦᱤᱥᱟᱹᱵᱽᱛᱮ ᱠᱚ ᱚᱞᱥᱚᱫᱚᱨ ᱞᱮᱫᱟ ᱾
कई संगठन और आश्रय एक प्रारंभिक हृदयकृमि परीक्षण करेंगे जब एक नया जानवर उनकी सुविधा में आएगा।,ᱡᱚᱠᱷᱮᱡ ᱢᱤᱫᱴᱟᱝ ᱱᱟᱶᱟ ᱡᱤᱭᱟᱹᱞᱤ ᱟᱠᱚᱣᱟᱜ ᱛᱟᱞᱢᱟᱨᱮ ᱦᱤᱡᱩᱜᱼᱟᱭ ᱩᱱᱫᱚ ᱟᱹᱭᱢᱟ ᱥᱮᱢᱞᱮᱫ ᱟᱨ ᱟᱥᱨᱟᱭ ᱛᱟᱞᱢᱟ ᱢᱤᱫᱴᱟᱝ ᱮᱛᱚᱦᱚᱵ ᱦᱟᱨᱴᱳᱣᱟᱨᱢ ᱵᱤᱰᱟᱹᱣᱟ ᱾
तमिलनाडु खेल विकास प्राधिकरण (एस. डी. ए. टी.) नुंगमबक्कम टेनिस स्टेडियम का मालिक है जो चेन्नई ओपन और डेविस कप प्ले-ऑफ टूर्नामेंट की मेजबानी करता है।,ᱪᱮᱱᱱᱟᱭ ᱳᱯᱮᱱ ᱟᱨ ᱰᱮᱵᱷᱤᱥ ᱠᱟᱯ ᱯᱞᱮᱼᱚᱯᱷ ᱴᱩᱨᱱᱟᱢᱮᱱᱴ ᱠᱚᱨᱮᱱ ᱥᱟᱯᱲᱟᱣᱭᱤᱡ ᱱᱩᱝᱜᱚᱢᱵᱚᱠᱠᱚᱢ ᱴᱮᱱᱤᱥ ᱥᱴᱮᱰᱤᱭᱟᱢ ᱛᱟᱢᱤᱞᱱᱟᱲᱩ ᱠᱷᱮᱞ ᱩᱛᱱᱟᱹᱣ ᱠᱚᱨᱛᱤᱯᱚᱠᱠᱷᱚ ( ᱮᱥᱰᱤᱴᱤ)ᱼ ᱨᱮᱱ ᱢᱟᱞᱤᱠᱟᱱᱟᱫᱷᱤᱱ ᱾
यह मिरिक उपखंड का मुख्यालय है।,ᱱᱚᱟᱶ ᱫᱚ ᱢᱤᱨᱤᱠ ᱢᱚᱦᱚᱠᱩᱢᱟ ᱨᱮᱭᱟᱜ ᱥᱚᱫᱚᱨ ᱫᱚᱯᱛᱚᱨ ᱾
"हाल ही में स्थापित काजीरंगा राष्ट्रीय आर्किड और जैव विविधता उद्यान में भारत में पाई जाने वाली अनुमानित 1,314 आर्किड प्रजातियों में से 500 से अधिक प्रजातियां पाई जाती हैं।","ᱦᱟᱹᱞᱤ ᱨᱮ ᱛᱷᱟᱹᱯᱤᱛ ᱞᱮᱱ ᱠᱟᱡᱤ ᱨᱟᱝᱜᱟ ᱨᱟᱥᱴᱨᱤᱭᱚ ᱚᱨᱠᱤᱰ ᱟᱨ ᱡᱤᱶᱤ ᱵᱳᱭᱪᱤᱛᱟᱹᱨ ᱯᱟᱨᱠ ᱨᱮ ᱵᱷᱟᱨᱚᱛ ᱨᱮ ᱧᱟᱢ ᱞᱮᱱ ᱟᱹᱭᱩᱢᱟᱹᱱ ᱑,᱓᱑᱔ ᱚᱨᱠᱤᱰ ᱮᱴᱟᱜᱡᱟᱹᱛ ᱠᱷᱚᱱ ᱦᱚᱸ ᱕᱐᱐ ᱠᱷᱚᱱ ᱰᱷᱮᱨ ᱚᱰᱮᱸ ᱢᱮᱱᱟᱜ ᱛᱮᱭ ᱜᱚᱨᱚᱵ ᱟᱠᱟᱱᱟ ᱾"
पंजाब प्रांत के दिल्ली प्रभाग ने हरियाणा के बड़े हिस्से का गठन किया।,ᱯᱟᱧᱡᱟᱵᱽ ᱯᱚᱱᱚᱛ ᱨᱮᱭᱟᱜ ᱫᱤᱞᱞᱤ ᱛᱷᱚᱱᱚᱛ ᱦᱚᱨᱤᱭᱟᱱᱟ ᱨᱮᱭᱟᱜ ᱥᱟᱸᱜᱮ ᱦᱟᱹᱴᱤᱧᱮ ᱛᱮᱭᱟᱨ ᱞᱮᱫᱟ ᱾
"सिख धर्म के दसवें और अंतिम गुरु, गुरु गोबिंद सिंह का जन्म 1666 में पटना में हुआ था।","ᱥᱤᱠᱷ ᱫᱷᱚᱨᱚᱢ ᱨᱮᱱ ᱜᱮᱞᱟᱱ ᱟᱨ ᱢᱩᱪᱟᱹᱫ ᱜᱩᱨᱩ, ᱜᱩᱨᱩ ᱜᱳᱵᱤᱱᱫᱚ ᱥᱤᱝᱦᱚ, ᱑᱖᱖᱖ ᱥᱟᱹᱦᱤᱛ ᱨᱮ ᱯᱟᱴᱱᱟ ᱨᱮᱭ ᱡᱟᱱᱟᱢ ᱞᱮᱱᱟ ᱾"
अल्वाराडो अंक सबसे प्रसिद्ध अंक प्रणाली है।,ᱟᱞᱵᱷᱟᱨᱟᱰᱳ ᱥᱠᱳᱨ ᱫᱚ ᱡᱚᱛᱚ ᱠᱷᱚᱱ ᱧᱩᱛᱩᱢᱟᱱ ᱥᱠᱳᱨᱤᱝ ᱵᱚᱱᱫᱷᱮᱡᱽ ᱾
असम ऑर्किड प्रजातियों में उल्लेखनीय रूप से समृद्ध है और फॉक्सटेल ऑर्किड असम का राज्य फूल है।,ᱚᱥᱚᱢ ᱚᱨᱠᱤᱰ ᱯᱨᱚᱡᱟᱛᱤ ᱚᱥᱟᱸᱵᱷᱮᱲ ᱨᱩᱯ ᱛᱮ ᱯᱮᱨᱮᱡ ᱟᱨ ᱯᱷᱠᱥᱴᱮᱹᱞ ᱚᱨᱠᱤᱰ ᱟᱥᱟᱢ ᱨᱮᱭᱟᱜ ᱡᱟᱹᱛᱤᱭᱟᱹᱨᱤ ᱵᱟᱦᱟ ᱠᱟᱱᱟ᱾
नागालैंड के स्कूल राज्य और केंद्र सरकार या किसी निजी संगठन द्वारा चलाए जाते हैं।,ᱱᱟᱜᱟᱞᱮᱸᱱᱰ ᱨᱮᱭᱟᱜ ᱵᱤᱨᱫᱟᱹᱜᱟᱲ ᱠᱚ ᱯᱚᱱᱚᱛ ᱟᱨ ᱛᱟᱞᱢᱟ ᱥᱚᱨᱠᱟᱨ ᱵᱟᱝᱠᱷᱟᱱ ᱡᱟᱦᱟᱱ ᱵᱮᱥᱚᱨᱠᱟᱹᱨᱤ ᱥᱮᱢᱞᱮᱫ ᱠᱚ ᱫᱟᱨᱟᱭᱛᱮ ᱥᱟᱹᱦᱤᱡᱩᱦᱤᱜᱼᱟ ᱾
"इस कारण से, नकली $100 को जितना संभव हो उतना कम छुएँ।",ᱱᱚᱶᱟ ᱚᱡᱮᱛᱮ ᱡᱟᱞ ᱑᱐᱐ ᱰᱚᱞᱟᱨ ᱫᱚ ᱡᱟᱸᱦᱟ ᱛᱤᱱᱟᱹᱜ ᱠᱚᱢ ᱡᱚᱴᱮᱫ ᱢᱮ ᱾
"देश की व्यायामशालाओं में पाए जाने वाले शुक्राणुओं की विविधता 64 प्रजातियों की है, जिनमें से तमिलनाडु में चार स्वदेशी प्रजातियां हैं और लगभग 60 प्रजातियों को पेश किया गया है।","ᱫᱤᱥᱚᱢ ᱨᱮ ᱡᱤᱢᱱᱳᱥᱯᱨᱟᱢ ᱵᱷᱮᱱᱮᱜᱟᱨ ᱫᱚ ᱦᱳᱭᱳᱜ ᱠᱟᱱᱟᱠᱚ ᱖᱔ ᱜᱚᱴᱟᱝ ᱡᱤᱵᱽ ᱡᱤᱭᱟᱹᱞᱤ, ᱡᱟᱦᱟᱸᱭ ᱠᱚ ᱢᱩᱫᱽ ᱨᱮ ᱛᱟᱢᱤᱞᱱᱟᱲᱩ ᱨᱮ ᱯᱳᱱᱭᱟ ᱫᱤᱥᱚᱢ ᱨᱮᱱ ᱜᱮ ᱡᱤᱭᱟᱹᱞᱤ ᱟᱨ ᱞᱟᱹᱭ ᱜᱟᱱᱚᱜᱼᱟ ᱖᱐ ᱜᱚᱴᱟᱝ ᱜᱮ ᱟᱹᱨᱩ ᱯᱷᱮᱨᱟᱣ ᱟᱱ ᱡᱤᱭᱟᱹᱞᱤ ᱢᱮᱱᱟᱜ ᱠᱚᱶᱟ ᱾"
उनके प्रदर्शन ने उन्हें 60वें फिल्मफेयर अवार्ड्स साउथ में सर्वश्रेष्ठ सहायक अभिनेत्री श्रेणी में पुरस्कार के लिए अपना पहला नामांकन दिलाया।,ᱩᱱᱤᱭᱟᱜ ᱚᱵᱷᱤᱱᱚᱭ ᱖᱐ ᱟᱱᱟᱜ ᱯᱷᱤᱞᱤᱢ ᱯᱷᱮᱭᱟᱨ ᱮᱣᱟᱨᱰᱥ ᱧᱩᱢᱢᱟᱱ ᱡᱚᱜ ᱚᱵᱷᱤᱱᱚᱭ ᱛᱷᱚᱱᱚᱛ ᱨᱮ ᱥᱤᱨᱯᱟᱹ ᱞᱟᱹᱜᱤᱫ ᱮᱦᱚᱵ ᱵᱟᱪᱷᱟᱶ ᱞᱮᱫᱟᱭ ᱾
"वह तमिल, मलयालम और तेलुगु भाषा की फिल्मों में भी दिखाई दीं।","ᱩᱱᱤ ᱫᱚ ᱛᱟᱢᱤᱞ, ᱢᱟᱞᱟᱭᱟᱞᱟ ᱟᱨ ᱛᱮᱞᱜᱩ ᱯᱟᱹᱨᱥᱤ ᱨᱮᱭᱟᱜ ᱪᱚᱞᱚᱛᱪᱤᱛᱟᱹᱨ ᱨᱮᱦᱚᱸᱭ ᱯᱟᱴ ᱟᱠᱟᱫᱟ ᱾"
तुलिहाल हवाई अड्डे का नाम बदलकर बीर टिकेंद्रजीत हवाई अड्डा कर दिया गया है।,ᱛᱩᱞᱤᱦᱟᱞ ᱩᱰᱟᱹᱱ ᱟᱰᱟ ᱨᱮᱭᱟᱜ ᱧᱩᱛᱩᱢ ᱵᱚᱫᱚᱞ ᱠᱟᱛᱮ ᱵᱤᱨ ᱴᱤᱠᱮᱱᱫᱨᱚᱡᱤᱛ ᱩᱰᱟᱹᱱ ᱟᱰᱟ ᱫᱚᱦᱚ ᱦᱩᱭ ᱟᱠᱟᱱᱟ᱾
राज्य में पनबिजली और ताप विद्युत परियोजनाएं राज्य की बिजली आवश्यकताओं को पूरा करती हैं।,ᱯᱚᱱᱚᱛ ᱨᱮᱭᱟᱜ ᱫᱟᱜ ᱛᱮ ᱵᱮᱱᱟᱜ ᱵᱤᱡᱞᱤ ᱵᱤᱨᱤᱫ ᱟᱨ ᱵᱷᱟᱵ ᱛᱮ ᱵᱮᱱᱟᱜ ᱵᱤᱡᱞᱤ ᱵᱤᱨᱤᱫ ᱯᱟᱱᱛᱷᱟ ᱠᱚ ᱯᱚᱱᱚᱛ ᱨᱮᱭᱟᱜ ᱵᱤᱡᱞᱤ ᱨᱮᱭᱟᱜ ᱞᱟᱹᱠᱛᱤᱭ ᱢᱮᱴᱟᱣᱼᱟ ᱾
"यह 9 मार्च 2012 को जारी किया गया था, जिसे आम तौर पर नकारात्मक समीक्षा मिली थी।","ᱱᱚᱶᱟ ᱫᱚ ᱒᱐᱑᱒ ᱨᱮᱭᱟᱜ ᱙ ᱢᱟᱨᱪ ᱨᱮ ᱥᱚᱫᱚᱨ ᱦᱩᱭᱞᱮᱱᱟ, ᱥᱟᱫᱷᱟᱨᱚᱱᱛᱚ ᱵᱟᱝᱼᱟᱱ ᱟᱹᱨᱤᱵᱟᱺᱫᱤᱭ ᱧᱟᱢᱞᱮᱫᱟ ᱾"
राज्य के पश्चिमी भाग में कायथा संस्कृति और मालवा संस्कृति से संबंधित ताम्रपाषाण स्थलों की खोज की गई है।,ᱯᱚᱱᱚᱛ ᱨᱮᱭᱟᱜ ᱯᱚᱪᱷᱤᱢ ᱴᱷᱚᱴᱷᱟ ᱨᱮ ᱠᱟᱭᱛᱷᱟ ᱞᱟᱠᱪᱟᱨ ᱟᱨ ᱢᱟᱞᱳᱣᱟ ᱞᱟᱠᱪᱟᱨ ᱨᱮ ᱢᱮᱱᱟᱜ ᱪᱮᱞᱠᱳᱞᱤᱛᱷᱤᱠ ᱥᱛᱷᱚᱞ ᱥᱤᱨᱡᱟᱹᱣ ᱟᱠᱟᱱᱟ ᱾
रॉक क्लाइम्बिंग प्रतियोगिताओं का उद्देश्य या तो कम से कम प्रयासों में मार्ग को पूरा करना या तेजी से कठिन मार्ग पर सबसे दूर के बिंदु तक पहुंचना है।,ᱨᱚᱠ ᱠᱞᱟᱭᱵᱤᱝ ᱦᱮᱯᱨᱟᱶ ᱨᱮᱭᱟᱜ ᱡᱚᱥᱫᱚ ᱠᱟᱱᱟ ᱡᱷᱚᱛᱚ ᱠᱷᱚᱱ ᱞᱟᱛᱟᱨ ᱨᱮᱭᱟᱜ ᱨᱩᱴ ᱯᱩᱨᱟᱹᱣ ᱟᱨ ᱡᱷᱚᱛᱚ ᱠᱷᱚᱱᱟᱜ ᱠᱮᱴᱮᱡ ᱨᱩᱴ ᱨᱮᱭᱟᱜ ᱥᱟᱹᱜᱤᱧ ᱯᱚᱭᱮᱱᱴ ᱟᱨᱡᱟᱶ ᱾
राज्य की जलवायु शुष्क उप-आर्द्र से लेकर अर्ध-शुष्क तक है।,ᱯᱚᱱᱚᱛᱨᱮ ᱦᱚᱭᱫᱟᱜ ᱱᱟᱥᱮᱹ ᱨᱚᱦᱚᱲ ᱚᱞᱟᱦᱮᱫ ᱠᱷᱚᱱ ᱟᱛᱨᱟ ᱨᱚᱦᱚᱲ ᱛᱟᱞᱟᱛᱮ ᱟᱨᱩᱯᱷᱮᱨᱟᱣᱚᱜᱼᱟ ᱾
जोगीमारा गुफाओं में प्राचीन ब्राह्मी शिलालेख और भारत में ज्ञात सबसे पुरानी पेंटिंग है।,ᱡᱳᱜᱤᱢᱟᱨᱟ ᱜᱷᱚᱸᱜᱚᱨ ᱨᱮ ᱥᱮᱫᱟᱭ ᱵᱨᱟᱢᱦᱤ ᱫᱷᱤᱨᱤ ᱟᱠᱷᱚᱨ ᱟᱨ ᱵᱷᱟᱨᱚᱛᱨᱮ ᱩᱯᱨᱩᱢᱟᱱ ᱥᱮᱫᱟᱭᱩᱛᱟᱹᱨ ᱪᱤᱛᱟᱹᱨ ᱠᱟᱹᱢᱤ ᱢᱮᱱᱟᱜᱼᱟ ᱾
"राज्य में संस्कृति और परंपरा के संरक्षण के उद्देश्य से अतिरिक्त आधिकारिक भाषाओं में गुरुंग, लिम्बू, मगर, मुखिया, नेवार, राय, शेरपा और तमांग शामिल हैं।","ᱯᱚᱱᱚᱛ ᱨᱮᱭᱟᱜ ᱞᱟᱠᱪᱟᱨ ᱟᱨ ᱥᱮᱨᱣᱟ ᱡᱚᱜᱟᱣ ᱨᱮᱭᱟᱜ ᱡᱚᱥ ᱠᱷᱟᱹᱛᱤᱨ ᱜᱩᱨᱩᱝ, ᱞᱤᱢᱵᱩ, ᱢᱟᱜᱟᱨ, ᱢᱩᱠᱷᱤᱭᱟᱹ, ᱱᱮᱣᱟᱨ, ᱨᱟᱭ, ᱥᱮᱨᱯᱟ, ᱟᱨ ᱛᱟᱢᱟᱝ ᱟᱰᱤ ᱡᱟᱥᱛᱤ ᱥᱚᱨᱠᱟᱨᱤ ᱯᱟᱹᱨᱥᱤ ᱨᱮ ᱥᱮᱞᱮᱫ ᱢᱮᱱᱟᱜᱼᱟ ᱾"
"इनमें नॉर्थ ईस्ट टुडे, जी प्लस, नॉर्थईस्ट नाउ, टाइम 8 आदि उल्लेखनीय हैं।","ᱱᱚᱶᱟ ᱢᱩᱫᱽᱨᱮ ᱧᱩᱢᱟᱱᱟᱜ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱱᱚᱨᱛᱷ ᱤᱥᱴ ᱴᱩᱰᱮ, ᱡᱤ ᱯᱞᱟᱥ, ᱱᱚᱨᱛᱷᱼᱤᱥᱴ ᱱᱟᱣ, ᱴᱟᱭᱤᱢ ᱘ ᱮᱢᱟᱱᱟᱜ ᱾"
सिदी सैय्यद मस्जिद और जामा मस्जिद गुजराती मुसलमानों के लिए पवित्र मस्जिदें हैं।,ᱥᱤᱫᱤ ᱥᱟᱭᱮᱫ ᱢᱚᱥᱡᱤᱫ ᱟᱨ ᱡᱟᱢᱟ ᱢᱚᱥᱡᱤᱫ ᱜᱩᱡᱨᱟᱛᱤ ᱫᱚ ᱢᱩᱥᱞᱟᱹ ᱠᱚᱣᱟᱜ ᱫᱷᱚᱨᱚᱢ ᱴᱷᱟᱶ ᱢᱚᱥᱡᱤᱫ ᱠᱟᱱᱟ ᱾
तंजावुर गुड़िया टेराकोटा सामग्री से बना एक प्रकार का पारंपरिक भारतीय बॉबलहेड या रोली-पॉली खिलौना है।,ᱛᱟᱧᱡᱟᱵᱷᱩᱨ ᱯᱩᱛᱞᱟᱹ ᱫᱚ ᱢᱤᱫ ᱞᱮᱠᱟᱱ ᱥᱮᱨᱣᱟ ᱟᱱ ᱵᱷᱟᱨᱚᱛᱤᱭᱚ ᱵᱟᱵᱚᱞᱦᱮᱰ ᱥᱮ ᱨᱚᱞᱤ ᱯᱚᱞᱤ ᱠᱷᱤᱞᱳᱱᱟ ᱨᱟᱯᱟᱜ ᱦᱟᱥᱟ ᱛᱮ ᱵᱮᱱᱟᱣ ᱾
राज्य में कई नई बिजली परियोजनाएं आ रही हैं जिनसे राज्य में अतिरिक्त बिजली क्षमता उत्पन्न होने की उम्मीद है।,ᱯᱚᱱᱚᱛ ᱨᱮ ᱵᱮᱥ ᱛᱤᱱᱟᱹᱜ ᱱᱟᱶᱟ ᱵᱤᱡᱞᱤ ᱯᱟᱱᱛᱷᱟ ᱦᱤᱡᱩᱜ ᱠᱟᱱᱟ ᱡᱟᱸᱦᱟ ᱰᱷᱮᱨ ᱵᱤᱡᱞᱤ ᱫᱟᱲᱮ ᱵᱮᱱᱟᱶ ᱦᱩᱭᱩᱜᱼᱟ ᱢᱮᱱᱛᱮ ᱟᱥᱟ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱾
"इसके बाद, अपने वित्तीय दस्तावेजों को देखें और अपने किसी भी निश्चित खर्च को दर्ज करें, या जो आवश्यक हैं और महीने-दर-महीने ज्यादा नहीं बदलते हैं।","ᱱᱤᱭᱟᱹ ᱛᱟᱭᱚᱢ, ᱠᱟᱹᱣᱰᱤ ᱱᱩᱛᱷᱤ ᱠᱚ ᱧᱮᱞᱢᱮ ᱟᱨ ᱟᱢᱟᱜ ᱴᱷᱟᱹᱣᱠᱟᱹ ᱜᱚᱴᱟ ᱠᱷᱚᱨᱚᱪ ᱚᱞᱠᱟᱜᱼᱢᱮ,ᱥᱮ ᱡᱟᱦᱟᱸᱠᱚ ᱟᱹᱰᱤ ᱡᱟᱹᱨᱩᱲᱟ ᱟᱨ ᱚᱱᱟᱠᱚᱫᱚ ᱪᱟᱸᱫᱳ ᱪᱟᱸᱫᱳ ᱡᱟᱹᱥᱛᱤ ᱵᱟᱝ ᱵᱚᱫᱚᱞᱚᱜᱼᱟ ᱾"
सारण जिले में गंगा नदी के उत्तरी तट पर स्थित चिरंद में नवपाषाण काल से पुरातात्विक रिकॉर्ड है।,"ᱜᱚᱝᱜᱟ ᱱᱟᱹᱭ ᱨᱮᱭᱟᱜ ᱩᱛᱛᱚᱨ ᱫᱷᱟᱨᱮ ᱨᱮ, ᱥᱟᱨᱟᱱ ᱦᱚᱱᱚᱛ ᱨᱮᱭᱟᱜ ᱪᱤᱨᱚᱱᱫᱚᱨᱮ ᱱᱟᱶᱟᱫᱷᱤᱨᱤ ᱡᱩᱜᱽ ᱨᱮᱭᱟᱜ ᱢᱤᱫᱴᱟᱝ ᱞᱟᱼᱩᱰᱩᱠ ᱞᱤᱯᱤ ᱢᱮᱱᱟᱜ ᱟᱠᱟᱫᱟ ᱾"
"पूर्वोत्तर में भारत के दूसरे सबसे बड़े हवाई अड्डे के रूप में, यह पूर्वोत्तर राज्यों के लिए एक प्रमुख रसद केंद्र के रूप में कार्य करता है।","ᱩᱛᱛᱟᱹᱨᱼᱯᱩᱨᱩᱵᱽ ᱵᱷᱟᱨᱚᱛ ᱨᱮᱭᱟᱜ ᱫᱚᱥᱟᱨ ᱞᱟᱹᱴᱩ ᱩᱛᱟᱹᱨ ᱩᱰᱟᱹᱱ ᱟᱰᱟ ᱞᱮᱠᱟᱛᱮ, ᱱᱤᱭᱟᱹ ᱫᱚ ᱩᱛᱛᱟᱹᱨᱼᱯᱩᱨᱩᱵᱽ ᱯᱚᱱᱚᱛ ᱠᱚ ᱞᱟᱹᱜᱤᱫ ᱢᱤᱫᱴᱮᱱ ᱢᱩᱲᱩᱫ ᱠᱟᱹᱭᱛᱩᱠ ᱛᱟᱞᱢᱟ ᱞᱮᱠᱟᱛᱮᱭ ᱠᱟᱹᱢᱤᱭᱟ ᱾"
यह वह कदम है जो औपचारिक रूप से मुकदमे की शुरुआत करता है।,ᱱᱚᱶᱟ ᱫᱚ ᱚᱱᱟ ᱯᱟᱣᱲᱤ ᱡᱟᱦᱟᱸ ᱫᱚ ᱟᱠᱷᱲᱟ ᱞᱮᱠᱟᱛᱮ ᱢᱟᱢᱞᱟ ᱮᱛᱚᱦᱚᱵᱚᱜᱼᱟ ᱾
"दोस्ती के अलावा, अजीत ने राजेंद्र कुमार को सलाह देने और उन्हें दूसरे प्रमुख नायक के बजाय ""प्रमुख खलनायक"" बनने में मदद करने का श्रेय भी दिया।","ᱜᱟᱛᱮ ᱪᱷᱟᱰᱟ ᱦᱚᱸ, ᱚᱡᱤᱛ ᱫᱚ ᱨᱟᱡᱮᱱᱫᱽᱨᱚ ᱠᱩᱢᱟᱨ ᱮᱱᱮᱢᱮ ᱮᱢᱟᱫᱮᱭᱟ ᱫᱚᱥᱟᱨ ᱢᱩᱲᱩᱫ ᱱᱟᱭᱚᱠᱟᱜ ᱵᱚᱫᱚᱞᱛᱮ ᱢᱤᱫᱴᱟᱝ ""ᱢᱩᱲᱩᱫ ᱵᱷᱤᱞᱮᱱ"" ᱦᱩᱭᱩᱜ ᱨᱮᱭᱟᱜ ᱫᱤᱥᱦᱩᱫᱤᱥ ᱟᱨ ᱜᱚᱲᱚ ᱟᱭ ᱞᱟᱹᱜᱤᱫ ᱾"
"हिमाचल में कांगड़ा, कुल्लू और शिमला जिलों में तीन घरेलू हवाई अड्डे हैं।","ᱠᱟᱝᱲᱟ, ᱠᱩᱞᱞᱩ ᱟᱨ ᱥᱤᱢᱞᱟᱹ ᱦᱚᱱᱚᱛ ᱨᱮ ᱦᱤᱢᱟᱪᱚᱞ ᱨᱮᱭᱟᱜ ᱯᱮᱭᱟ ᱟᱯᱱᱟᱨ ᱫᱤᱥᱚᱢ ᱨᱮᱭᱟᱜ ᱩᱰᱟᱹᱱ ᱟᱰᱟ ᱢᱮᱱᱟᱜᱼᱟ ᱾"
"नागा व्यंजनों में स्थानीय रूप से उगाई जाने वाली जड़ी-बूटियों, भूतिया मिर्च, अदरक और लहसुन का बहुत उपयोग किया जाता है।","ᱱᱟᱜᱟ ᱡᱚᱢᱟᱜᱼᱨᱮ ᱟᱭᱢᱟ ᱛᱷᱟᱹᱱᱤᱛ ᱞᱮᱠᱟᱱᱛᱮ ᱨᱟᱠᱟᱵᱚᱺ ᱨᱟᱱ ᱫᱟᱨᱮᱠᱚ, ᱵᱷᱩᱛ ᱢᱟᱨᱤᱪ, ᱟᱫᱦᱮ ᱟᱨ ᱨᱟᱹᱥᱩᱱ ᱵᱮᱶᱦᱟᱨᱚᱜ ᱠᱟᱱᱟ ᱾"
"गुवाहाटी को ""पूर्वोत्तर भारत का प्रवेश द्वार"" भी कहा जाता है।",ᱜᱩᱣᱟᱦᱟᱴᱤᱫᱚ ᱩᱛᱛᱚᱨᱼᱯᱩᱨᱩᱵᱽ ᱵᱷᱟᱨᱚᱛ ᱨᱮᱭᱟᱜ ᱵᱚᱞᱚᱱ ᱫᱩᱣᱟᱹᱨ ᱞᱮᱠᱟᱛᱮᱦᱚᱸ ᱥᱚᱫᱚᱨ ᱦᱳᱭᱳᱜᱼᱟ ᱾
काटकर रखी हुई शाखाएँ बाड़ लगाने की सामग्री के रूप में अच्छी होती हैं।,ᱜᱮᱫ ᱟᱜ ᱯᱷᱮᱸᱜᱽᱲᱟ ᱠᱚ ᱮᱴᱮᱫ ᱞᱮᱠᱟᱛᱮ ᱵᱷᱟᱜᱮᱹᱭᱟ ᱾
यह मील का पत्थर विकिपीडिया के संक्षिप्त इतिहास में एक महत्वपूर्ण बिंदु है।,ᱱᱚᱶᱟ ᱢᱟᱭᱤᱤᱞ ᱯᱷᱚᱞᱚᱠ ᱩᱭᱠᱤᱯᱤᱰᱤᱭᱟ ᱦᱩᱰᱤᱧ ᱱᱟᱜᱟᱢ ᱨᱮ ᱢᱤᱫᱴᱟᱝ ᱮᱱᱮᱢᱟᱱᱟᱜ ᱜᱷᱚᱴᱚᱱᱟᱭ ᱪᱤᱱᱦᱟᱹᱣᱼᱟ ᱾
नई दिल्ली में नगरपालिका सेवाएं नई दिल्ली नगर परिषद द्वारा प्रदान की जाती हैं।,ᱱᱟᱶᱟ ᱫᱤᱞᱞᱤ ᱨᱮ ᱯᱳᱣᱨᱚ ᱡᱚᱛᱱᱟᱣ ᱠᱚᱫᱚ ᱱᱟᱶᱟ ᱫᱤᱞᱞᱤ ᱯᱳᱣᱨᱚ ᱯᱚᱨᱤᱥᱚᱫ ᱫᱟᱨᱟᱭ ᱛᱮ ᱮᱢᱚᱜᱚᱜᱼᱟ ᱾
